response_id,experiment_id,study_id,origin,org_level,flux_treatment,flux_pattern,temp_ini,mean_temp_constant,min_temp,max_temp,flux_range,period_flux,resp_def,resp_units,constant_resp,flux_resp,constant_variance,flux_variance,constant_samp,flux_samp,resp_quality,variance_type,genus,species,larger_group,exp_age,size,add_covariate ,add_covariate_value,extra_covariate ,extra_value,add_info,time_point ,time_units,same_mean (y/n),stressful,environment,,
1,1,du2009,figure 3,0,1,1,,28,25,31,6,24,body mass,g,5.628507795,5.248997773,0.128285078,0.160356347,24,25,1,0,Mauremys,reevesii,1,0,2,sex,male,,,,,,y,n,aquatic,,
1,1,du2009,figure 3,0,1,1,,28,22,34,12,24,body mass,g,5.628507795,5.323830735,0.128285078,0.277951002,24,25,1,0,Mauremys,reevesii,1,0,2,sex,male,,,,,,y,n,aquatic,,
1,1,du2009,figure 3,0,1,1,,28,25,31,6,24,body mass,g,5.628507795,5.248997773,0.098886414,0.098886414,14,9,1,0,Mauremys,reevesii,1,0,2,sex,female,,,,,,y,n,aquatic,,
1,1,du2009,figure 3,0,1,1,,28,22,34,12,24,body mass,g,5.628507795,5.259688196,0.098886414,0.096213808,14,3,1,0,Mauremys,reevesii,1,0,2,sex,female,,,,,,y,n,aquatic,,
2,1,du2009,figure 3,0,1,1,,28,25,31,6,24,carapace height,mm,28.11333333,27.26,0.24,0.306666667,24,25,1,0,Mauremys,reevesii,1,0,2,sex,male,,,,,,y,n,aquatic,,
2,1,du2009,figure 3,0,1,1,,28,22,34,12,24,carapace height,mm,28.11333333,27.36666667,0.24,0.526666667,24,25,1,0,Mauremys,reevesii,1,0,2,sex,male,,,,,,y,n,aquatic,,
2,1,du2009,figure 3,0,1,1,,28,25,31,6,24,carapace height,mm,28.10888889,27.70444444,0.186666667,0.184444444,14,9,1,0,Mauremys,reevesii,1,0,2,sex,female,,,,,,y,n,aquatic,,
2,1,du2009,figure 3,0,1,1,,28,22,34,12,24,carapace height,mm,28.10888889,27.84666667,0.186666667,0.177777778,14,3,1,0,Mauremys,reevesii,1,0,2,sex,female,,,,,,y,n,aquatic,,
3,1,du2009,figure 3,0,1,1,,28,25,31,6,24,carapace width ,mm,22.70646739,21.53460404,0.294619565,0.378348214,24,25,1,0,Mauremys,reevesii,1,0,2,sex,male,,,,,,y,n,aquatic,,
3,1,du2009,figure 3,0,1,1,,28,22,34,12,24,carapace width ,mm,22.70646739,21.98325311,0.294619565,0.649553571,24,25,1,0,Mauremys,reevesii,1,0,2,sex,male,,,,,,y,n,aquatic,,
3,1,du2009,figure 3,0,1,1,,28,25,31,6,24,carapace width ,mm,22.63950311,21.78906832,0.220958851,0.231026786,14,9,1,0,Mauremys,reevesii,1,0,2,sex,female,,,,,,y,n,aquatic,,
3,1,du2009,figure 3,0,1,1,,28,22,34,12,24,carapace width ,mm,22.63950311,22.21093168,0.220958851,0.234375,14,3,1,0,Mauremys,reevesii,1,0,2,sex,female,,,,,,y,n,aquatic,,
4,2,du2009,figure 4,0,1,1,,28,25,31,6,24,body mass,g,270.773639,309.8853868,15.04297994,21.06017192,23,24,1,0,Mauremys,reevesii,1,1,2,sex,female,,,,455.8352983,days since hatching,y,n,aquatic,,
4,2,du2009,figure 4,0,1,1,,28,22,34,12,24,body mass,g,270.773639,300.8595989,15.04297994,16.04584527,23,24,1,0,Mauremys,reevesii,1,1,2,sex,female,,,,455.8352983,days since hatching,y,n,aquatic,,
4,2,du2009,figure 4,0,1,1,,28,25,31,6,24,body mass,g,129.3696275,108.3094556,25.07163324,23.56733524,14,9,1,0,Mauremys,reevesii,1,1,2,sex,male,,,,455.2357123,days since hatching,y,n,aquatic,,
4,2,du2009,figure 4,0,1,1,,28,22,34,12,24,body mass,g,129.3696275,108.3094556,25.07163324,24.57020057,14,3,1,0,Mauremys,reevesii,1,1,2,sex,male,,,,455.2357123,days since hatching,y,n,aquatic,,
1,1,garcaruiz2011,table 1,0,1,1,24,15,12,18.5,6.5,24,developmental time,days ,29.48,29.6,0.07,0.32,101,113,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,18,12,24.5,12.5,24,developmental time,days ,17.52,16.04,0.05,0.04,114,155,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,21,14.5,27.5,13,24,developmental time,days ,10.3,11.48,0.07,0.08,107,148,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,24,17,30,13,24,developmental time,days ,8.02,10.61,0.02,0.04,115,184,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,27,17.5,30.5,13,24,developmental time,days ,7,7.56,0,0.04,77,186,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,30,23.5,36.5,13,24,developmental time,days ,6.95,7.32,0.03,0.07,106,150,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,32,26.5,36.5,10,24,developmental time,days ,6.03,7.25,0.09,0.09,68,96,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,34,30.5,36.5,6,24,developmental time,days ,6.41,7.31,0.09,0.15,144,128,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
1,1,garcaruiz2011,table 1,0,1,1,24,35,32,36.5,4.5,24,developmental time,days ,7.48,8,0.12,,178,103,0,0,Xylotrechus ,arvicola,1,1,1,,,,,,,,y,,terrestrial,,
2,1,glass2019,figure 2a,0,1,1,24,28,23,33,10,24,"ovary mass, dry",mg,7.717842324,7.966804979,2.116182573,1.12033195,125,125,1,0,Gryllus ,firmus,1,1,1,food availability ,low ,morph ,long winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2a,0,1,1,24,28,23,33,10,24,"ovary mass, dry",mg,17.42738589,14.68879668,5.601659751,5.975103734,125,125,1,0,Gryllus ,firmus,1,1,1,food availability ,low ,morph ,short winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2a,0,1,1,24,28,23,33,10,24,"ovary mass, dry",mg,28.63070539,28.63070539,3.98340249,4.356846473,125,125,1,0,Gryllus ,firmus,1,1,1,food availability ,high  ,morph ,long winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2a,0,1,1,24,28,23,33,10,24,"ovary mass, dry",mg,35.60165975,41.82572614,6.22406639,8.091286307,125,125,1,0,Gryllus ,firmus,1,1,1,food availability ,high  ,morph ,short winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2b,0,1,1,24,28,23,33,10,24,"testes mass, dry",mg,8.165975104,8.713692946,0.721991701,0.572614108,121,121,1,0,Gryllus ,firmus,1,1,1,food availability ,low ,morph ,long winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2b,0,1,1,24,28,23,33,10,24,"testes mass, dry",mg,7.369294606,9.609958506,0.622406639,0.746887967,121,121,1,0,Gryllus ,firmus,1,1,1,food availability ,low ,morph ,short winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2b,0,1,1,24,28,23,33,10,24,"testes mass, dry",mg,9.958506224,8.912863071,0.423236515,0.721991701,121,121,1,0,Gryllus ,firmus,1,1,1,food availability ,high  ,morph ,long winged,,,,y,y,terrestrial,,
2,1,glass2019,figure 2b,0,1,1,24,28,23,33,10,24,"testes mass, dry",mg,8.315352697,8.165975104,0.746887967,0.67219917,121,121,1,0,Gryllus ,firmus,1,1,1,food availability ,high  ,morph ,short winged,,,,y,n,terrestrial,,
1,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,development to stages 35-37,days ,90.79,115.55,0.72,0.86,192,192,0,0,Limnodynastes,peronii,1,1,2,,,,,,,,y,n,aquatic,,
2,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,body mass,g ,338.24,320.95,7.41,5.4,192,192,0,0,Limnodynastes,peronii,1,1,2,,,,,,,,y,n,aquatic,,
3,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,body length,mm,12.44,12.46,0.1,0.1,192,192,0,0,Limnodynastes,peronii,1,1,2,,,,,,,,y,n,aquatic,,
4,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,tail length,mm,26.2,25.12,0.3,0.25,192,192,0,0,Limnodynastes,peronii,1,1,2,,,,,,,,y,n,aquatic,,
1,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,development to stages 35-37,days ,156.43,200.93,1.1,0.65,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,y,n,aquatic,,
2,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,body mass,g ,463.13,370.12,8.92,9.24,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,y,n,aquatic,,
3,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,body length,mm,14.16,13.46,0.12,0.13,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,y,n,aquatic,,
4,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,tail length,mm,28.03,24.1,0.24,0.25,163,163,0,0,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,y,n,aquatic,,
1,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,development to stages 35-37,days ,29.75,25.6,0.38,0.33,245,245,0,0,Platyplectrum ,ornatum,1,1,2,,,,,,,,y,n,aquatic,,
2,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,body mass,g ,243.26,182.66,6.16,4.62,245,245,0,0,Platyplectrum ,ornatum,1,1,2,,,,,,,,y,n,aquatic,,
4,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,body length,mm,11.48,10.46,0.12,0.11,245,245,0,0,Platyplectrum ,ornatum,1,1,2,,,,,,,,y,n,aquatic,,
3,1,kern_2015phys,table 1,0,1,1,,24,20,30,10,24,tail length,mm,19.77,17.78,0.21,0.22,245,245,0,0,Platyplectrum ,ornatum,1,1,2,,,,,,,,y,n,aquatic,,
1,1,maneti2014,figure 2a,0,2,1,23,23,13,28,15,24,productivity,offspring/female,78.12,70.56,2.16,2.7,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
1,1,maneti2014,figure 2a,0,3,1,23,23,13,28,15,24,productivity,offspring/female,78.12,72.84,2.16,2.4,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
2,1,maneti2014,figure 2c,1,2,1,23,23,13,28,15,24,egg to adult viability ,percent,70.90687473,71.96135094,2.389558233,3.092369478,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
2,1,maneti2014,figure 2c,1,3,1,23,23,13,28,15,24,egg to adult viability ,percent,70.90687473,82.01181108,2.389558233,3.092369478,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
3,1,maneti2014,figure 2e,0,2,1,23,23,13,28,15,24,developmental time,days ,10.2313253,11.0939759,0.014457831,0.01686747,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
3,1,maneti2014,figure 2e,0,3,1,23,23,13,28,15,24,developmental time,days ,10.2313253,10.04819277,0.014457831,0.019277108,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
4,1,maneti2014,figure 2f,0,2,1,23,23,13,28,15,24,dessication tolerance,time to  death (hour),15.53071892,14.5769634,0.351410811,0.321289884,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
4,1,maneti2014,figure 2f,0,3,1,23,23,13,28,15,24,dessication tolerance,time to  death (hour),15.53071892,13.84402085,0.351410811,0.301209267,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
5,1,maneti2014,figure 2g,0,2,1,23,23,13,28,15,24,body (centroid) size,pixels,1460.333824,1416.933824,4.6,5.4,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
5,1,maneti2014,figure 2g,0,3,1,23,23,13,28,15,24,body (centroid) size,pixels,1460.333824,1437.933824,4.6,4.6,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
6,1,maneti2014,figure 2h ,0,2,1,23,23,13,28,15,24,startvation tolerance,time to  death (hour),4.001205617,4.017421834,0.059459459,0.057657658,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
6,1,maneti2014,figure 2h ,0,3,1,23,23,13,28,15,24,startvation tolerance,time to  death (hour),4.001205617,3.810227875,0.059459459,0.05586248,20,20,1,0,Drosophila ,simulans,1,1,1,,,,,,,,y,y,terrestrial,,
1,1,rolandi2018,figure 2a,0,1,1,,24,17,32,15,24,average number of eggs laid per female,eggs laid ,0.17257319,0.073959938,,32.91479821,300,300,1,0,Rhodnius,prolixus,1,2,1,sexual maturity ,mated females,,,,32.98953662,days after feeding ,y,n,terrestrial,,
1,1,rolandi2018,figure 2a,0,1,1,,24,17,32,15,24,average number of eggs laid per female,eggs laid ,1.25731895,-0.012326656,0.560862866,,300,300,1,0,Rhodnius,prolixus,1,2,1,sexual maturity ,virgin females,,,,32.98953662,days after feeding ,y,n,terrestrial,,
2,2,rolandi2018,figure 2b,0,1,1,,24,17,32,15,24,average cumulative number of eggs laid per female,eggs laid ,32.56667133,20.37290121,2.219420294,2.117341548,300,300,1,0,Rhodnius,prolixus,1,2,1,sexual maturity ,mated females,,,,32.91380781,days after feeding ,y,n,terrestrial,,
2,2,rolandi2018,figure 2b,0,1,1,,24,17,32,15,24,average cumulative number of eggs laid per female,eggs laid ,10.066805,9.556602212,2.091831409,1.836730018,300,300,1,0,Rhodnius,prolixus,1,2,1,sexual maturity ,virgin females,,,,32.97930165,days after feeding ,y,n,terrestrial,,
1,1,simonici2019,table 1,1,1,1,,31,29,33,4,24,percent females,percent,100,89.4,0,6,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment ,first year,,,,,,y,n,aquatic,,
2,1,simonici2019,table 1,0,1,1,,31,29,33,4,24,incubation period,days ,75.6,74.9,0.3,0.3,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment ,first year,,,,,,y,n,aquatic,,
3,1,simonici2019,table 1,1,1,1,,31,29,33,4,24,hatching success,percent,71,83,5,4,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment ,first year,,,,,,y,n,aquatic,,
4,1,simonici2019,table 1,0,1,1,,31,29,33,4,24,total length ,cm ,24.2,24.9,0.2,0.5,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment ,first year,,,,,,y,n,aquatic,,
5,1,simonici2019,table 1,0,1,1,,31,29,33,4,24,mass ,g ,51.6,51.4,1,1,18,27,0,0,Caiman,latirostris,1,1,3,year of experiment ,first year,,,,,,y,n,aquatic,,
1,1,simonici2019,table 1,1,1,1,,32,31,33,2,24,percent females,percent,71.6,65,10,11,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
2,1,simonici2019,table 1,0,1,1,,32,31,33,2,24,incubation period,days ,71.4,71.8,0.4,0.4,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
3,1,simonici2019,table 1,1,1,1,,32,31,33,2,24,hatching success,percent,85,52.5,6,8,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
4,1,simonici2019,table 1,0,1,1,,32,31,33,2,24,total length ,cm ,22.2,20.3,0.3,0.3,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
5,1,simonici2019,table 1,0,1,1,,32,31,33,2,24,mass ,g ,44.3,37.3,0.7,0.7,25,21,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
1,1,simonici2019,table 1,1,1,1,,32,30,34,4,24,percent females,percent,71.6,84,10,7,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
2,1,simonici2019,table 1,0,1,1,,32,30,34,4,24,incubation period,days ,71.4,70.6,0.4,0.6,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
3,1,simonici2019,table 1,1,1,1,,32,30,34,4,24,hatching success,percent,85,62,6,8,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
4,1,simonici2019,table 1,0,1,1,,32,30,34,4,24,total length ,cm ,22.2,20.3,0.3,0.3,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
5,1,simonici2019,table 1,0,1,1,,32,30,34,4,24,mass ,g ,44.3,37.9,0.7,0.8,25,26,0,0,Caiman,latirostris,1,1,3,year of experiment ,second year,,,,,,y,n,aquatic,,
1,1,wang2015,figure 1,0,1,0,,26,20,30,10,24,dry weight of mycelium per petri dish ,g ,0.095596073,0.104347826,0.011949509,0.00740533,,,1,1,Esteya ,vermicola,2,0,1,,,,,,,,y,y,terrestrial,,
1,1,wang2015,figure 1,0,1,0,,26,15,35,20,24,dry weight of mycelium per petri dish ,g ,0.095596073,0.047629734,0.011949509,0.012622721,,,1,1,Esteya ,vermicola,2,0,1,,,,,,,,y,y,terrestrial,,
1,1,delava2016,table 1,1,1,0,25,20.1,16,23,7,24,survival ,percent ,67,65.2,11.4,13.18,125,125,0,0,Drosophila ,melanogaster,1,1,1,,,,,,,,y,n,terrestrial,,
2,1,delava2016,table 1,0,1,0,25,20.1,16,23,7,24,development time,days ,36.27,30.51,4.82,0.89,125,125,0,0,Leptopilina,bourlardi,1,1,1,,,,,,,,y,n,terrestrial,,
3,1,delava2016,table 1,1,1,0,25,20.1,16,23,7,24,infestation rate ,percent ,70,61.25,14.4,10.84,125,125,0,0,Leptopilina,bourlardi,1,1,1,,,,,,,,y,n,terrestrial,,
4,1,delava2016,table 1,1,1,0,25,20.1,16,23,7,24,success of parasitism,percent,39.84,60.19,13.3,15.35,125,125,0,0,Leptopilina,bourlardi,1,1,1,,,,,,,,y,n,terrestrial,,
1,1,delava2016,table 1,1,1,0,25,20.1,16,26,10,24,survival ,percent ,67,66.8,11.4,9.96,125,125,0,0,Drosophila ,melanogaster,1,1,1,,,,,,,,y,y,terrestrial,,
2,1,delava2016,table 1,0,1,0,25,20.1,16,26,10,24,development time,days ,36.27,30.52,4.82,0.64,125,125,0,0,Leptopilina,bourlardi,1,1,1,,,,,,,,y,y,terrestrial,,
3,1,delava2016,table 1,1,1,0,25,20.1,16,26,10,24,infestation rate ,percent ,70,63.17,14.4,17.78,125,125,0,0,Leptopilina,bourlardi,1,1,1,,,,,,,,y,y,terrestrial,,
4,1,delava2016,table 1,1,1,0,25,20.1,16,26,10,24,success of parasitism,percent,39.84,69.21,13.3,11.33,125,125,0,0,Leptopilina,bourlardi,1,1,1,,,,,,,,y,y,terrestrial,,
2,1,lowenborg2012,figure 2b,0,1,1,,25,19,31,12,24,days to first slough,days ,9.075268817,10.27956989,0.49382716,0.541616886,25,29,1,1,Natrix ,natrix,1,1,2,,,,,,,,y,y,aquatic,,
1,2,lowenborg2012,figure 4a,0,1,1,,25,19,31,12,24,aquatic speed ,m * s^-1,0.246757679,0.272696246,0.025281254,0.022247503,25,29,1,1,Natrix ,natrix,1,1,2,,,,,,,,y,y,aquatic,,
3,2,lowenborg2012,figure 4c,0,1,1,,25,19,31,12,24,distance covered,m  ,2.8125,3.125,1.774691358,1.800411523,25,29,1,1,Natrix ,natrix,1,1,2,,,,,,,,y,y,aquatic,,
1,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,body mass ,g ,0.71,0.7,0.02,0.01,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
2,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,snout-vent length,mm,31.3,30.7,0.2,0.3,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
3,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,abdomen length,mm,14,13.9,0.2,0.2,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
4,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,tail length,mm,37.6,37.2,0.5,0.5,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
5,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,head length,mm,7.2,7.2,0.03,0.05,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
6,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,head width,mm,5.2,5.1,0.04,0.03,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
7,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,fore-limb length,mm,6.2,6.1,0.04,0.06,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
8,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,hind-limb length,mm,7.2,7.1,0.05,0.07,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
9,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,maximal length ,m,0.55,0.67,0.03,0.08,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
10,1,qu2014,table 2 ,0,1,1,,27,24,30,6,24,sprint speed ,m * s^-1,0.43,0.43,0.01,0.02,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
1,1,qu2014,table 2 ,0,1,1,,27,22,32,10,24,body mass ,g ,0.71,0.67,0.02,0.01,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
2,1,qu2014,table 2 ,0,1,1,,27,22,32,10,24,snout-vent length,mm,31.3,30.8,0.2,0.3,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
3,1,qu2014,table 2 ,0,1,1,,27,22,32,10,24,abdomen length,mm,14,13.8,0.2,0.2,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
4,1,qu2014,table 2 ,0,1,1,,27,22,32,10,24,tail length,mm,37.6,36.9,0.5,0.6,20,20,0,0,Plestiodon ,chinensis,1,1,2,,,,,,,,y,n,terrestrial,,
